metric,mean,std
abalone_performance,2.129789822692555,0.0070854274655932584
abalone_time_used,121.66666666666667,14.38363267359428
airbnb_melbourne_performance,0.4268923545673335,0.0007111507612190638
airbnb_melbourne_time_used,1080.3333333333333,87.80407482318549
airlines_performance,0.6564323366931571,0.0008211361861738168
airlines_time_used,996.3333333333334,392.0853081778109
bioresponse_performance,0.8056886912904697,0.006206836940613674
bioresponse_time_used,1238.0,1288.340793423852
camo_sem_seg_performance,0.8383188239007088,0.003951508539300958
camo_sem_seg_time_used,4213.0,1703.0210411696817
cd18_performance,0.4618278752399478,0.02327171226013783
cd18_time_used,325.6666666666667,125.39360253041443
climate_fever_performance,0.47550066956207054,0.003034343945238528
climate_fever_time_used,1570.0,1524.7323262352204
covertype_performance,0.9760770769536272,2.4231460075103454e-05
covertype_time_used,3051.0,1098.8870126936013
electricity_hourly_performance,-1.4189664659098116,0.01839771241490523
electricity_hourly_time_used,1834.0,777.3677808262102
europeanflooddepth_performance,0.686913896713615,0.0045635941312747634
europeanflooddepth_time_used,549.3333333333334,46.83540920666281
fiqabeir_performance,0.4978763469680753,0.011485154448575133
fiqabeir_time_used,558.3333333333334,234.56958219020834
gnad10_performance,0.8588477429148602,0.03689354988583773
gnad10_time_used,721.3333333333334,3.2998316455372216
ham10000_performance,0.6299887391489652,0.1053556680019587
ham10000_time_used,878.3333333333334,122.00910712820672
hateful_meme_performance,0.5857079874376292,0.01187373568637134
hateful_meme_time_used,657.6666666666666,22.365648262955002
isic2017_performance,0.7546402061114449,0.003580206111444939
isic2017_time_used,6289.5,2150.5
kick_starter_funding_performance,0.44763068159801067,0.016216964592617546
kick_starter_funding_time_used,1042.3333333333333,228.8759974794697
memotion_performance,0.5001277650648359,0.012746004267619676
memotion_time_used,4039.6666666666665,297.78776931827736
mldoc_performance,0.9510676221175327,0.003771027729644001
mldoc_time_used,3374.3333333333335,383.34695627967216
nn5_daily_without_missing_performance,-0.7648417803693706,1.7803693705409351e-06
nn5_daily_without_missing_time_used,368.0,117.0
petfinder_performance,0.3904911637446336,0.004613757298897444
petfinder_time_used,746.3333333333334,36.745370078721784
road_segmentation_performance,0.46623,0.0
road_segmentation_time_used,2069.0,0.0
rvl_cdip_performance,0.8711805002540565,0.0003405002540565749
rvl_cdip_time_used,2923.5,55.5
solar_10_minutes_performance,-1.4883417673946342,0.7845482326053655
solar_10_minutes_time_used,733.0,67.0
women_clothing_review_performance,0.7488303830528259,0.0012162702543335039
women_clothing_review_time_used,987.0,58.04021594262608
yolanda_performance,8.533147476146455,1.784633954381535e-06
yolanda_time_used,1991.6666666666667,67.82493805542488
success_rate,0.9199999999999999,0.0565685424949238
success_rate,0.9199999999999999,0.0565685424949238
